lemma,tag,lemma_length,form_length
ხუმრობს,V;ARGNO1S;OPT,7,7
ხუმრობს,V;ARGNO2S;OPT,7,6
ხუმრობს,V;ARGNO3S;OPT,7,7
ხუმრობს,V;ARGNO1P;OPT,7,8
ხუმრობს,V;ARGNO2P;OPT,7,7
ხუმრობს,V;ARGNO3P;OPT,7,7
ხუმრობს,V;ARGNO1P;IMP,7,8
ხუმრობს,V;ARGNO3S;IMP,7,7
ხუმრობს,V;ARGNO3P;IMP,7,7
ხუმრობს,V;ARGNO1S;IND;PRF,7,8
ხუმრობს,V;ARGNO2S;IND;PRF,7,8
ხუმრობს,V;ARGNO3S;IND;PRF,7,7
ხუმრობს,V;ARGNO1P;IND;PRF,7,9
ხუმრობს,V;ARGNO2P;IND;PRF,7,9
ხუმრობს,V;ARGNO3P;IND;PRF,7,8
ხუმრობს,V;ARGNO1S;IND;PST;PRF,7,7
ხუმრობს,V;ARGNO2S;IND;PST;PRF,7,7
ხუმრობს,V;ARGNO3S;IND;PST;PRF,7,6
ხუმრობს,V;ARGNO1P;IND;PST;PRF,7,8
ხუმრობს,V;ARGNO2P;IND;PST;PRF,7,8
ხუმრობს,V;ARGNO3P;IND;PST;PRF,7,7
ხუმრობს,V;ARGNO1S;SBJV;PRF,7,8
ხუმრობს,V;ARGNO2S;SBJV;PRF,7,8
ხუმრობს,V;ARGNO3S;SBJV;PRF,7,7
ხუმრობს,V;ARGNO1P;SBJV;PRF,7,9
ხუმრობს,V;ARGNO2P;SBJV;PRF,7,8
ხუმრობს,V;ARGNO3P;SBJV;PRF,7,7
ხუმრობს,V;V.MSDR;IPFV,7,7
იცინის,V;ARGNO1S;IND;PRS,6,6
იცინის,V;ARGNO2S;IND;PRS,6,5
იცინის,V;ARGNO3S;IND;PRS,6,6
იცინის,V;ARGNO1P;IND;PRS,6,7
იცინის,V;ARGNO2P;IND;PRS,6,6
იცინის,V;ARGNO3P;IND;PRS,6,7
იცინის,V;ARGNO1S;IND;IPFV,6,8
იცინის,V;ARGNO2S;IND;IPFV,6,7
იცინის,V;ARGNO3S;IND;IPFV,6,7
იცინის,V;ARGNO1P;IND;IPFV,6,9
იცინის,V;ARGNO2P;IND;IPFV,6,8
იცინის,V;ARGNO3P;IND;IPFV,6,9
იცინის,V;ARGNO1S;SBJV;PRS,6,8
იცინის,V;ARGNO2S;SBJV;PRS,6,7
იცინის,V;ARGNO3S;SBJV;PRS,6,8
იცინის,V;ARGNO1P;SBJV;PRS,6,9
იცინის,V;ARGNO2P;SBJV;PRS,6,8
იცინის,V;ARGNO3P;SBJV;PRS,6,9
იცინის,V;ARGNO1S;IND;FUT,6,7
იცინის,V;ARGNO2S;IND;FUT,6,6
იცინის,V;ARGNO3S;IND;FUT,6,7
იცინის,V;ARGNO1P;IND;FUT,6,8
იცინის,V;ARGNO2P;IND;FUT,6,7
იცინის,V;ARGNO3P;IND;FUT,6,8
იცინის,V;ARGNO1S;COND,6,9
იცინის,V;ARGNO2S;COND,6,8
იცინის,V;ARGNO3S;COND,6,8
იცინის,V;ARGNO1P;COND,6,10
იცინის,V;ARGNO2P;COND,6,9
იცინის,V;ARGNO3P;COND,6,10
იცინის,V;ARGNO1S;SBJV;FUT,6,9
იცინის,V;ARGNO2S;SBJV;FUT,6,8
იცინის,V;ARGNO3S;SBJV;FUT,6,9
იცინის,V;ARGNO1P;SBJV;FUT,6,10
იცინის,V;ARGNO2P;SBJV;FUT,6,9
იცინის,V;ARGNO3P;SBJV;FUT,6,10
იცინის,V;ARGNO1S;IND;PST;PFV,6,6
იცინის,V;ARGNO2S;IND;PST;PFV,6,5
იცინის,V;ARGNO3S;IND;PST;PFV,6,5
იცინის,V;ARGNO1P;IND;PST;PFV,6,7
იცინის,V;ARGNO2P;IND;PST;PFV,6,6
იცინის,V;ARGNO3P;IND;PST;PFV,6,6
იცინის,V;ARGNO2S;IMP,6,5
იცინის,V;ARGNO2P;IMP,6,6
იცინის,V;ARGNO1S;OPT,6,6
იცინის,V;ARGNO2S;OPT,6,5
იცინის,V;ARGNO3S;OPT,6,6
იცინის,V;ARGNO1P;OPT,6,7
იცინის,V;ARGNO2P;OPT,6,6
იცინის,V;ARGNO3P;OPT,6,6
იცინის,V;ARGNO1P;IMP,6,7
იცინის,V;ARGNO3S;IMP,6,6
იცინის,V;ARGNO3P;IMP,6,6
იცინის,V;ARGNO1S;IND;PRF,6,7
იცინის,V;ARGNO2S;IND;PRF,6,7
იცინის,V;ARGNO3S;IND;PRF,6,6
იცინის,V;ARGNO1P;IND;PRF,6,8
იცინის,V;ARGNO2P;IND;PRF,6,8
იცინის,V;ARGNO3P;IND;PRF,6,7
იცინის,V;ARGNO1S;IND;PST;PRF,6,6
იცინის,V;ARGNO2S;IND;PST;PRF,6,6
იცინის,V;ARGNO3S;IND;PST;PRF,6,5
იცინის,V;ARGNO1P;IND;PST;PRF,6,7
იცინის,V;ARGNO2P;IND;PST;PRF,6,7
იცინის,V;ARGNO3P;IND;PST;PRF,6,6
იცინის,V;ARGNO1S;SBJV;PRF,6,7
იცინის,V;ARGNO2S;SBJV;PRF,6,7
იცინის,V;ARGNO3S;SBJV;PRF,6,6
იცინის,V;ARGNO1P;SBJV;PRF,6,8
იცინის,V;ARGNO2P;SBJV;PRF,6,7
იცინის,V;ARGNO3P;SBJV;PRF,6,6
იცინის,V;V.MSDR;IPFV,6,6
ცხოვრობს,V;ARGNO1S;IND;PRS,8,8
ცხოვრობს,V;ARGNO2S;IND;PRS,8,7
ცხოვრობს,V;ARGNO3S;IND;PRS,8,8
ცხოვრობს,V;ARGNO1P;IND;PRS,8,9
ცხოვრობს,V;ARGNO2P;IND;PRS,8,8
ცხოვრობს,V;ARGNO3P;IND;PRS,8,9
ცხოვრობს,V;ARGNO1S;IND;IPFV,8,10
ცხოვრობს,V;ARGNO2S;IND;IPFV,8,9
ცხოვრობს,V;ARGNO3S;IND;IPFV,8,9
ცხოვრობს,V;ARGNO1P;IND;IPFV,8,11
ცხოვრობს,V;ARGNO2P;IND;IPFV,8,10
ცხოვრობს,V;ARGNO3P;IND;IPFV,8,11
ცხოვრობს,V;ARGNO1S;SBJV;PRS,8,10
ცხოვრობს,V;ARGNO2S;SBJV;PRS,8,9
ცხოვრობს,V;ARGNO3S;SBJV;PRS,8,10
ცხოვრობს,V;ARGNO1P;SBJV;PRS,8,11
ცხოვრობს,V;ARGNO2P;SBJV;PRS,8,10
ცხოვრობს,V;ARGNO3P;SBJV;PRS,8,11
ცხოვრობს,V;ARGNO1S;IND;FUT,8,9
ცხოვრობს,V;ARGNO2S;IND;FUT,8,8
ცხოვრობს,V;ARGNO3S;IND;FUT,8,9
ცხოვრობს,V;ARGNO1P;IND;FUT,8,10
ცხოვრობს,V;ARGNO2P;IND;FUT,8,9
ცხოვრობს,V;ARGNO3P;IND;FUT,8,10
ცხოვრობს,V;ARGNO1S;COND,8,11
ცხოვრობს,V;ARGNO2S;COND,8,10
ცხოვრობს,V;ARGNO3S;COND,8,10
ცხოვრობს,V;ARGNO1P;COND,8,12
ცხოვრობს,V;ARGNO2P;COND,8,11
ცხოვრობს,V;ARGNO3P;COND,8,12
ცხოვრობს,V;ARGNO1S;SBJV;FUT,8,11
ცხოვრობს,V;ARGNO2S;SBJV;FUT,8,10
ცხოვრობს,V;ARGNO3S;SBJV;FUT,8,11
ცხოვრობს,V;ARGNO1P;SBJV;FUT,8,12
ცხოვრობს,V;ARGNO2P;SBJV;FUT,8,11
ცხოვრობს,V;ARGNO3P;SBJV;FUT,8,12
ცხოვრობს,V;ARGNO1S;IND;PST;PFV,8,8
ცხოვრობს,V;ARGNO2S;IND;PST;PFV,8,7
ცხოვრობს,V;ARGNO3S;IND;PST;PFV,8,7
ცხოვრობს,V;ARGNO1P;IND;PST;PFV,8,9
ცხოვრობს,V;ARGNO2P;IND;PST;PFV,8,8
ცხოვრობს,V;ARGNO3P;IND;PST;PFV,8,8
ცხოვრობს,V;ARGNO2S;IMP,8,7
ცხოვრობს,V;ARGNO2P;IMP,8,8
ცხოვრობს,V;ARGNO1S;OPT,8,8
ცხოვრობს,V;ARGNO2S;OPT,8,7
ცხოვრობს,V;ARGNO3S;OPT,8,8
ცხოვრობს,V;ARGNO1P;OPT,8,9
ცხოვრობს,V;ARGNO2P;OPT,8,8
ცხოვრობს,V;ARGNO3P;OPT,8,8
ცხოვრობს,V;ARGNO1P;IMP,8,9
ცხოვრობს,V;ARGNO3S;IMP,8,8
ცხოვრობს,V;ARGNO3P;IMP,8,8
ცხოვრობს,V;ARGNO1S;IND;PRF,8,9
ცხოვრობს,V;ARGNO2S;IND;PRF,8,9
ცხოვრობს,V;ARGNO3S;IND;PRF,8,8
ცხოვრობს,V;ARGNO1P;IND;PRF,8,10
ცხოვრობს,V;ARGNO2P;IND;PRF,8,10
ცხოვრობს,V;ARGNO3P;IND;PRF,8,9
ცხოვრობს,V;ARGNO1S;IND;PST;PRF,8,8
ცხოვრობს,V;ARGNO2S;IND;PST;PRF,8,8
ცხოვრობს,V;ARGNO3S;IND;PST;PRF,8,7
ცხოვრობს,V;ARGNO1P;IND;PST;PRF,8,9
ცხოვრობს,V;ARGNO2P;IND;PST;PRF,8,9
ცხოვრობს,V;ARGNO3P;IND;PST;PRF,8,8
ცხოვრობს,V;ARGNO1S;SBJV;PRF,8,9
ცხოვრობს,V;ARGNO2S;SBJV;PRF,8,9
ცხოვრობს,V;ARGNO3S;SBJV;PRF,8,8
ცხოვრობს,V;ARGNO1P;SBJV;PRF,8,10
ცხოვრობს,V;ARGNO2P;SBJV;PRF,8,9
ცხოვრობს,V;ARGNO3P;SBJV;PRF,8,8
ცხოვრობს,V;V.MSDR;IPFV,8,8
ხმაურობს,V;ARGNO1S;IND;PRS,8,8
ხმაურობს,V;ARGNO2S;IND;PRS,8,7
ხმაურობს,V;ARGNO3S;IND;PRS,8,8
ხმაურობს,V;ARGNO1P;IND;PRS,8,9
ხმაურობს,V;ARGNO2P;IND;PRS,8,8
ხმაურობს,V;ARGNO3P;IND;PRS,8,9
ხმაურობს,V;ARGNO1S;IND;IPFV,8,10
ხმაურობს,V;ARGNO2S;IND;IPFV,8,9
ხმაურობს,V;ARGNO3S;IND;IPFV,8,9
ხმაურობს,V;ARGNO1P;IND;IPFV,8,11
ხმაურობს,V;ARGNO2P;IND;IPFV,8,10
ხმაურობს,V;ARGNO3P;IND;IPFV,8,11
ხმაურობს,V;ARGNO1S;SBJV;PRS,8,10
ხმაურობს,V;ARGNO2S;SBJV;PRS,8,9
ხმაურობს,V;ARGNO3S;SBJV;PRS,8,10
ხმაურობს,V;ARGNO1P;SBJV;PRS,8,11
ხმაურობს,V;ARGNO2P;SBJV;PRS,8,10
ხმაურობს,V;ARGNO3P;SBJV;PRS,8,11
ხმაურობს,V;ARGNO1S;IND;FUT,8,9
ხმაურობს,V;ARGNO2S;IND;FUT,8,8
ხმაურობს,V;ARGNO3S;IND;FUT,8,9
ხმაურობს,V;ARGNO1P;IND;FUT,8,10
ხმაურობს,V;ARGNO2P;IND;FUT,8,9
ხმაურობს,V;ARGNO3P;IND;FUT,8,10
ხმაურობს,V;ARGNO1S;COND,8,11
ხმაურობს,V;ARGNO2S;COND,8,10
ხმაურობს,V;ARGNO3S;COND,8,10
ხმაურობს,V;ARGNO1P;COND,8,12
ხმაურობს,V;ARGNO2P;COND,8,11
ხმაურობს,V;ARGNO3P;COND,8,12
ხმაურობს,V;ARGNO1S;SBJV;FUT,8,11
ხმაურობს,V;ARGNO2S;SBJV;FUT,8,10
ხმაურობს,V;ARGNO3S;SBJV;FUT,8,11
ხმაურობს,V;ARGNO1P;SBJV;FUT,8,12
ხმაურობს,V;ARGNO2P;SBJV;FUT,8,11
ხმაურობს,V;ARGNO3P;SBJV;FUT,8,12
ხმაურობს,V;ARGNO1S;IND;PST;PFV,8,8
ხმაურობს,V;ARGNO2S;IND;PST;PFV,8,7
ხმაურობს,V;ARGNO3S;IND;PST;PFV,8,7
ხმაურობს,V;ARGNO1P;IND;PST;PFV,8,9
ხმაურობს,V;ARGNO2P;IND;PST;PFV,8,8
ხმაურობს,V;ARGNO3P;IND;PST;PFV,8,8
ხმაურობს,V;ARGNO2S;IMP,8,7
ხმაურობს,V;ARGNO2P;IMP,8,8
ხმაურობს,V;ARGNO1S;OPT,8,8
ხმაურობს,V;ARGNO2S;OPT,8,7
ხმაურობს,V;ARGNO3S;OPT,8,8
ხმაურობს,V;ARGNO1P;OPT,8,9
ხმაურობს,V;ARGNO2P;OPT,8,8
ხმაურობს,V;ARGNO3P;OPT,8,8
ხმაურობს,V;ARGNO1P;IMP,8,9
ხმაურობს,V;ARGNO3S;IMP,8,8
ხმაურობს,V;ARGNO3P;IMP,8,8
ხმაურობს,V;ARGNO1S;IND;PRF,8,9
ხმაურობს,V;ARGNO2S;IND;PRF,8,9
ხმაურობს,V;ARGNO3S;IND;PRF,8,8
ხმაურობს,V;ARGNO1P;IND;PRF,8,10
ხმაურობს,V;ARGNO2P;IND;PRF,8,10
ხმაურობს,V;ARGNO3P;IND;PRF,8,9
ხმაურობს,V;ARGNO1S;IND;PST;PRF,8,8
ხმაურობს,V;ARGNO2S;IND;PST;PRF,8,8
ხმაურობს,V;ARGNO3S;IND;PST;PRF,8,7
ხმაურობს,V;ARGNO1P;IND;PST;PRF,8,9
ხმაურობს,V;ARGNO2P;IND;PST;PRF,8,9
ხმაურობს,V;ARGNO3P;IND;PST;PRF,8,8
ხმაურობს,V;ARGNO1S;SBJV;PRF,8,9
ხმაურობს,V;ARGNO2S;SBJV;PRF,8,9
ხმაურობს,V;ARGNO3S;SBJV;PRF,8,8
ხმაურობს,V;ARGNO1P;SBJV;PRF,8,10
ხმაურობს,V;ARGNO2P;SBJV;PRF,8,9
ხმაურობს,V;ARGNO3P;SBJV;PRF,8,8
ხმაურობს,V;V.MSDR;IPFV,8,8
დარბის,V;ARGNO1S;IND;PRS,6,9
დარბის,V;ARGNO2S;IND;PRS,6,8
დარბის,V;ARGNO3S;IND;PRS,6,6
დარბის,V;ARGNO1P;IND;PRS,6,10
დარბის,V;ARGNO2P;IND;PRS,6,9
დარბის,V;ARGNO3P;IND;PRS,6,7
დარბის,V;ARGNO1S;IND;IPFV,6,8
დარბის,V;ARGNO2S;IND;IPFV,6,7
დარბის,V;ARGNO3S;IND;IPFV,6,7
დარბის,V;ARGNO1P;IND;IPFV,6,9
დარბის,V;ARGNO2P;IND;IPFV,6,8
დარბის,V;ARGNO3P;IND;IPFV,6,9
დარბის,V;ARGNO1S;SBJV;PRS,6,8
დარბის,V;ARGNO2S;SBJV;PRS,6,7
დარბის,V;ARGNO3S;SBJV;PRS,6,8
დარბის,V;ARGNO1P;SBJV;PRS,6,9
დარბის,V;ARGNO2P;SBJV;PRS,6,8
დარბის,V;ARGNO3P;SBJV;PRS,6,9
დარბის,V;ARGNO1S;IND;FUT,6,6
დარბის,V;ARGNO2S;IND;FUT,6,5
დარბის,V;ARGNO3S;IND;FUT,6,6
დარბის,V;ARGNO1P;IND;FUT,6,7
დარბის,V;ARGNO2P;IND;FUT,6,6
დარბის,V;ARGNO3P;IND;FUT,6,7
დარბის,V;ARGNO1S;COND,6,8
დარბის,V;ARGNO2S;COND,6,7
დარბის,V;ARGNO3S;COND,6,7
დარბის,V;ARGNO1P;COND,6,9
დარბის,V;ARGNO2P;COND,6,8
დარბის,V;ARGNO3P;COND,6,9
დარბის,V;ARGNO1S;SBJV;FUT,6,8
დარბის,V;ARGNO2S;SBJV;FUT,6,7
დარბის,V;ARGNO3S;SBJV;FUT,6,8
დარბის,V;ARGNO1P;SBJV;FUT,6,9
დარბის,V;ARGNO2P;SBJV;FUT,6,8
დარბის,V;ARGNO3P;SBJV;FUT,6,9
დარბის,V;ARGNO1S;IND;PST;PFV,6,7
დარბის,V;ARGNO2S;IND;PST;PFV,6,6
დარბის,V;ARGNO3S;IND;PST;PFV,6,6
დარბის,V;ARGNO1P;IND;PST;PFV,6,8
დარბის,V;ARGNO2P;IND;PST;PFV,6,7
დარბის,V;ARGNO3P;IND;PST;PFV,6,7
დარბის,V;ARGNO2S;IMP,6,6
დარბის,V;ARGNO2P;IMP,6,7
დარბის,V;ARGNO1S;OPT,6,7
დარბის,V;ARGNO2S;OPT,6,6
დარბის,V;ARGNO3S;OPT,6,7
დარბის,V;ARGNO1P;OPT,6,8
დარბის,V;ARGNO2P;OPT,6,7
დარბის,V;ARGNO3P;OPT,6,7
დარბის,V;ARGNO1P;IMP,6,8
დარბის,V;ARGNO3S;IMP,6,7
დარბის,V;ARGNO3P;IMP,6,7
დარბის,V;ARGNO1S;IND;PRF,6,8
დარბის,V;ARGNO2S;IND;PRF,6,8
დარბის,V;ARGNO3S;IND;PRF,6,7
დარბის,V;ARGNO1P;IND;PRF,6,9
დარბის,V;ARGNO2P;IND;PRF,6,9
დარბის,V;ARGNO3P;IND;PRF,6,8
დარბის,V;ARGNO1S;IND;PST;PRF,6,7
დარბის,V;ARGNO2S;IND;PST;PRF,6,7
დარბის,V;ARGNO3S;IND;PST;PRF,6,6
დარბის,V;ARGNO1P;IND;PST;PRF,6,8
დარბის,V;ARGNO2P;IND;PST;PRF,6,8
დარბის,V;ARGNO3P;IND;PST;PRF,6,7
დარბის,V;ARGNO1S;SBJV;PRF,6,8
დარბის,V;ARGNO2S;SBJV;PRF,6,8
დარბის,V;ARGNO3S;SBJV;PRF,6,7
დარბის,V;ARGNO1P;SBJV;PRF,6,9
დარბის,V;ARGNO2P;SBJV;PRF,6,8
დარბის,V;ARGNO3P;SBJV;PRF,6,7
დარბის,V;V.MSDR;IPFV,6,7
კანკალებს,V;ARGNO1S;IND;PRS,9,9
კანკალებს,V;ARGNO2S;IND;PRS,9,8
კანკალებს,V;ARGNO3S;IND;PRS,9,9
კანკალებს,V;ARGNO1P;IND;PRS,9,10
კანკალებს,V;ARGNO2P;IND;PRS,9,9
კანკალებს,V;ARGNO3P;IND;PRS,9,10
კანკალებს,V;ARGNO1S;IND;IPFV,9,11
კანკალებს,V;ARGNO2S;IND;IPFV,9,10
კანკალებს,V;ARGNO3S;IND;IPFV,9,10
კანკალებს,V;ARGNO1P;IND;IPFV,9,12
კანკალებს,V;ARGNO2P;IND;IPFV,9,11
კანკალებს,V;ARGNO3P;IND;IPFV,9,12
კანკალებს,V;ARGNO1S;SBJV;PRS,9,11
კანკალებს,V;ARGNO2S;SBJV;PRS,9,10
კანკალებს,V;ARGNO3S;SBJV;PRS,9,11
კანკალებს,V;ARGNO1P;SBJV;PRS,9,12
კანკალებს,V;ARGNO2P;SBJV;PRS,9,11
კანკალებს,V;ARGNO3P;SBJV;PRS,9,12
კანკალებს,V;ARGNO1S;IND;FUT,9,10
კანკალებს,V;ARGNO2S;IND;FUT,9,9
კანკალებს,V;ARGNO3S;IND;FUT,9,10
კანკალებს,V;ARGNO1P;IND;FUT,9,11
კანკალებს,V;ARGNO2P;IND;FUT,9,10
კანკალებს,V;ARGNO3P;IND;FUT,9,11
კანკალებს,V;ARGNO1S;COND,9,12
კანკალებს,V;ARGNO2S;COND,9,11
კანკალებს,V;ARGNO3S;COND,9,11
კანკალებს,V;ARGNO1P;COND,9,13
კანკალებს,V;ARGNO2P;COND,9,12
კანკალებს,V;ARGNO3P;COND,9,13
კანკალებს,V;ARGNO1S;SBJV;FUT,9,12
კანკალებს,V;ARGNO2S;SBJV;FUT,9,11
კანკალებს,V;ARGNO3S;SBJV;FUT,9,12
კანკალებს,V;ARGNO1P;SBJV;FUT,9,13
კანკალებს,V;ARGNO2P;SBJV;FUT,9,12
კანკალებს,V;ARGNO3P;SBJV;FUT,9,13
კანკალებს,V;ARGNO1S;IND;PST;PFV,9,9
კანკალებს,V;ARGNO2S;IND;PST;PFV,9,8
კანკალებს,V;ARGNO3S;IND;PST;PFV,9,8
კანკალებს,V;ARGNO1P;IND;PST;PFV,9,10
კანკალებს,V;ARGNO2P;IND;PST;PFV,9,9
კანკალებს,V;ARGNO3P;IND;PST;PFV,9,9
კანკალებს,V;ARGNO2S;IMP,9,8
კანკალებს,V;ARGNO2P;IMP,9,9
კანკალებს,V;ARGNO1S;OPT,9,9
კანკალებს,V;ARGNO2S;OPT,9,8
კანკალებს,V;ARGNO3S;OPT,9,9
კანკალებს,V;ARGNO1P;OPT,9,10
კანკალებს,V;ARGNO2P;OPT,9,9
კანკალებს,V;ARGNO3P;OPT,9,9
კანკალებს,V;ARGNO1P;IMP,9,10
კანკალებს,V;ARGNO3S;IMP,9,9
კანკალებს,V;ARGNO3P;IMP,9,9
კანკალებს,V;ARGNO1S;IND;PRF,9,10
კანკალებს,V;ARGNO2S;IND;PRF,9,10
კანკალებს,V;ARGNO3S;IND;PRF,9,9
კანკალებს,V;ARGNO1P;IND;PRF,9,11
კანკალებს,V;ARGNO2P;IND;PRF,9,11
კანკალებს,V;ARGNO3P;IND;PRF,9,10
კანკალებს,V;ARGNO1S;IND;PST;PRF,9,9
კანკალებს,V;ARGNO2S;IND;PST;PRF,9,9
კანკალებს,V;ARGNO3S;IND;PST;PRF,9,8
კანკალებს,V;ARGNO1P;IND;PST;PRF,9,10
კანკალებს,V;ARGNO2P;IND;PST;PRF,9,10
კანკალებს,V;ARGNO3P;IND;PST;PRF,9,9
კანკალებს,V;ARGNO1S;SBJV;PRF,9,10
კანკალებს,V;ARGNO2S;SBJV;PRF,9,10
კანკალებს,V;ARGNO3S;SBJV;PRF,9,9
კანკალებს,V;ARGNO1P;SBJV;PRF,9,11
კანკალებს,V;ARGNO2P;SBJV;PRF,9,10
კანკალებს,V;ARGNO3P;SBJV;PRF,9,9
კანკალებს,V;V.MSDR;IPFV,9,7
მეცადინეობს,V;ARGNO1S;IND;PRS,11,11
მეცადინეობს,V;ARGNO2S;IND;PRS,11,10
მეცადინეობს,V;ARGNO3S;IND;PRS,11,11
მეცადინეობს,V;ARGNO1P;IND;PRS,11,12
მეცადინეობს,V;ARGNO2P;IND;PRS,11,11
მეცადინეობს,V;ARGNO3P;IND;PRS,11,12
მეცადინეობს,V;ARGNO1S;IND;IPFV,11,13
მეცადინეობს,V;ARGNO2S;IND;IPFV,11,12
მეცადინეობს,V;ARGNO3S;IND;IPFV,11,12
მეცადინეობს,V;ARGNO1P;IND;IPFV,11,14
მეცადინეობს,V;ARGNO2P;IND;IPFV,11,13
მეცადინეობს,V;ARGNO3P;IND;IPFV,11,14
მეცადინეობს,V;ARGNO1S;SBJV;PRS,11,13
მეცადინეობს,V;ARGNO2S;SBJV;PRS,11,12
მეცადინეობს,V;ARGNO3S;SBJV;PRS,11,13
მეცადინეობს,V;ARGNO1P;SBJV;PRS,11,14
მეცადინეობს,V;ARGNO2P;SBJV;PRS,11,13
მეცადინეობს,V;ARGNO3P;SBJV;PRS,11,14
მეცადინეობს,V;ARGNO1S;IND;FUT,11,11
მეცადინეობს,V;ARGNO2S;IND;FUT,11,10
მეცადინეობს,V;ARGNO3S;IND;FUT,11,11
მეცადინეობს,V;ARGNO1P;IND;FUT,11,12
მეცადინეობს,V;ARGNO2P;IND;FUT,11,11
მეცადინეობს,V;ARGNO3P;IND;FUT,11,12
მეცადინეობს,V;ARGNO1S;COND,11,13
მეცადინეობს,V;ARGNO2S;COND,11,12
მეცადინეობს,V;ARGNO3S;COND,11,12
მეცადინეობს,V;ARGNO1P;COND,11,14
მეცადინეობს,V;ARGNO2P;COND,11,13
მეცადინეობს,V;ARGNO3P;COND,11,14
მეცადინეობს,V;ARGNO1S;SBJV;FUT,11,13
მეცადინეობს,V;ARGNO2S;SBJV;FUT,11,12
მეცადინეობს,V;ARGNO3S;SBJV;FUT,11,13
მეცადინეობს,V;ARGNO1P;SBJV;FUT,11,14
მეცადინეობს,V;ARGNO2P;SBJV;FUT,11,13
მეცადინეობს,V;ARGNO3P;SBJV;FUT,11,14
მეცადინეობს,V;ARGNO1S;IND;PST;PFV,11,10
მეცადინეობს,V;ARGNO2S;IND;PST;PFV,11,9
მეცადინეობს,V;ARGNO3S;IND;PST;PFV,11,9
მეცადინეობს,V;ARGNO1P;IND;PST;PFV,11,11
მეცადინეობს,V;ARGNO2P;IND;PST;PFV,11,10
მეცადინეობს,V;ARGNO3P;IND;PST;PFV,11,10
მეცადინეობს,V;ARGNO2S;IMP,11,9
მეცადინეობს,V;ARGNO2P;IMP,11,10
მეცადინეობს,V;ARGNO1S;OPT,11,10
მეცადინეობს,V;ARGNO2S;OPT,11,9
მეცადინეობს,V;ARGNO3S;OPT,11,10
მეცადინეობს,V;ARGNO1P;OPT,11,11
მეცადინეობს,V;ARGNO2P;OPT,11,10
მეცადინეობს,V;ARGNO3P;OPT,11,10
მეცადინეობს,V;ARGNO1P;IMP,11,11
მეცადინეობს,V;ARGNO3S;IMP,11,10
მეცადინეობს,V;ARGNO3P;IMP,11,10
მეცადინეობს,V;ARGNO1S;IND;PRF,11,11
მეცადინეობს,V;ARGNO2S;IND;PRF,11,11
მეცადინეობს,V;ARGNO3S;IND;PRF,11,10
მეცადინეობს,V;ARGNO1P;IND;PRF,11,12
მეცადინეობს,V;ARGNO2P;IND;PRF,11,12
მეცადინეობს,V;ARGNO3P;IND;PRF,11,11
მეცადინეობს,V;ARGNO1S;IND;PST;PRF,11,10
მეცადინეობს,V;ARGNO2S;IND;PST;PRF,11,10
მეცადინეობს,V;ARGNO3S;IND;PST;PRF,11,9
მეცადინეობს,V;ARGNO1P;IND;PST;PRF,11,11
მეცადინეობს,V;ARGNO2P;IND;PST;PRF,11,11
მეცადინეობს,V;ARGNO3P;IND;PST;PRF,11,10
მეცადინეობს,V;ARGNO1S;SBJV;PRF,11,11
მეცადინეობს,V;ARGNO2S;SBJV;PRF,11,11
მეცადინეობს,V;ARGNO3S;SBJV;PRF,11,10
მეცადინეობს,V;ARGNO1P;SBJV;PRF,11,12
მეცადინეობს,V;ARGNO2P;SBJV;PRF,11,11
მეცადინეობს,V;ARGNO3P;SBJV;PRF,11,10
მეცადინეობს,V;V.MSDR;IPFV,11,10
ცურავს,V;ARGNO1S;IND;PRS,6,6
ცურავს,V;ARGNO2S;IND;PRS,6,5
ცურავს,V;ARGNO3S;IND;PRS,6,6
ცურავს,V;ARGNO1P;IND;PRS,6,7
ცურავს,V;ARGNO2P;IND;PRS,6,6
ცურავს,V;ARGNO3P;IND;PRS,6,7
ცურავს,V;ARGNO1S;IND;IPFV,6,8
ცურავს,V;ARGNO2S;IND;IPFV,6,7
ცურავს,V;ARGNO3S;IND;IPFV,6,7
ცურავს,V;ARGNO1P;IND;IPFV,6,9
ცურავს,V;ARGNO2P;IND;IPFV,6,8
ცურავს,V;ARGNO3P;IND;IPFV,6,9
ცურავს,V;ARGNO1S;SBJV;PRS,6,8
ცურავს,V;ARGNO2S;SBJV;PRS,6,7
ცურავს,V;ARGNO3S;SBJV;PRS,6,8
ცურავს,V;ARGNO1P;SBJV;PRS,6,9
ცურავს,V;ARGNO2P;SBJV;PRS,6,8
ცურავს,V;ARGNO3P;SBJV;PRS,6,9
ცურავს,V;ARGNO1S;IND;FUT,6,9
ცურავს,V;ARGNO2S;IND;FUT,6,8
ცურავს,V;ARGNO3S;IND;FUT,6,9
ცურავს,V;ARGNO1P;IND;FUT,6,10
ცურავს,V;ARGNO2P;IND;FUT,6,9
ცურავს,V;ARGNO3P;IND;FUT,6,10
ცურავს,V;ARGNO1S;COND,6,11
ცურავს,V;ARGNO2S;COND,6,10
ცურავს,V;ARGNO3S;COND,6,10
ცურავს,V;ARGNO1P;COND,6,12
ცურავს,V;ARGNO2P;COND,6,11
ცურავს,V;ARGNO3P;COND,6,12
ცურავს,V;ARGNO1S;SBJV;FUT,6,11
ცურავს,V;ARGNO2S;SBJV;FUT,6,10
ცურავს,V;ARGNO3S;SBJV;FUT,6,11
